,full_formula,band_gap,spacegroup.number,structure.lattice.a,structure.lattice.b,structure.lattice.c,structure.lattice.alpha,structure.lattice.beta,structure.lattice.gamma
21840,Ag4C4N4S4,2.6187,15,6.091674,6.091674,8.4097,85.59389,85.59389,83.16525
21841,Al2Na2O12Si4,5.2341,15,6.453105,6.453105,5.29021,76.92889,76.92889,84.34146
21842,F6K1Mo1Tl2,1.5854,225,6.537474,6.537474,6.537474,60.0,60.0,60.0
21843,Ba1Er2Ni1O5,1.9733,71,6.635225,6.635225,6.635225,146.8857,128.4721,62.63124
21844,Ba4Cd4F28Ga4,4.6697,15,7.566779,7.566779,15.19912,88.50707,88.50707,42.06117
21845,Cu2Si1Te4Zn1,0.3552,121,7.379112,7.379112,7.379112,131.7435,131.7435,70.63438
21846,Ba8Sb4Se22Si2,0.8865000000000001,36,13.833,13.833,8.985087,90.00148,89.99852,139.6766
21847,Cs2H4O8P2,5.1462,11,6.464426,4.942552,8.006642,71.95058,90.0,90.0
21848,Ba2O28P8V4,1.5099,15,7.582126,7.582126,9.874806,80.53156,80.53156,89.41748
21849,Cu2S14Si2Y6,1.8462,173,9.928103,9.928107,5.7007259999999995,90.0,90.0,120.0001
21850,Ca2Fe2O12Si4,2.8083,15,6.769683,6.769683,5.352315,78.36947,78.36947,83.94978
21851,H12Mn2O32S8,5.1264,14,15.43913,5.287537,8.427493,75.8557,90.0,90.0
21852,F4In4O20Te8,3.2663,20,6.765411,6.765411,13.39913,90.0,90.0,115.5727
21853,As12Hg4S24Tl4,1.237,14,13.848700000000001,6.054744,17.16265,73.29623,90.0,90.0
21854,Cl20Mo4S8Se4,2.0284,2,9.829141,10.25794,14.07626,72.31993,110.3405,118.5364
21855,C4H12N20O16,2.9058,19,5.273977,9.742483,11.396560000000001,90.0,90.0,90.0
21856,H4Mn4O12S2,2.8293,15,6.860576,6.860576,6.232192,68.8908,68.8908,67.488
21857,Br8C4O12Pb8,2.7837,127,8.480851,8.480851,9.240982,90.0,90.0,90.0
21858,Ba2Nb6O21Te2,2.4144,12,8.927564,8.927564,9.770132,83.54865,83.54865,37.54364
21859,Ba2Co2O14P4,3.9237,2,5.389153,7.435706,7.684424,102.7027,91.22063,94.15528
21860,Al6Ge6Li6O24,3.1135,148,8.634716,8.634716,8.634716,107.824,107.824,107.824
21861,Al8Mg12O48Si12,4.945,230,10.01929,10.01929,10.01929,109.4712,109.4712,109.4712
21862,F8H8N4P4,4.8100000000000005,14,13.315760000000001,5.088635,5.338744,64.93093,90.0,90.0
21863,Cr6F2O24Sr10,0.9583,176,10.12741,10.12803,7.322405,90.0,90.0,120.0008
21864,C16K2O16Y2,2.0944,124,6.311272,6.311272,11.68655,90.0,90.0,90.0
21865,Ba6In4O32P8,3.8258,14,9.819911,9.021866,9.289936,64.52862,90.0,90.0
21866,Cu2La2O2S2,2.0312,129,4.034926,4.034926,8.617664,90.0,90.0,90.0
21867,Cr4O32P8Pb6,2.403,14,9.138688,9.105167,9.411696,63.17609,90.0,90.0
21868,Cl2Er2H4O4,4.7072,11,3.566833,6.303199,6.6283449999999995,75.68709,90.0,90.0
21869,Ag2Ba2Te6Y2,0.8351000000000001,63,7.90465,7.90465,11.52298,90.0,90.0,146.5537
21870,Ca2H8O12S2,5.2762,15,8.38415,8.38415,6.452663,82.26361,82.26361,140.7162
21871,C16I4Mo4O16,0.7348,2,9.316311,9.691238,10.90655,85.81096,83.51114,62.13467
21872,As12Ba12H12O48,3.4533,4,7.862846,7.376897,22.18317,83.70432,90.0,90.0
21873,C8K4Nd4O24,3.0914,31,6.567382,8.740214,9.873361,90.0,90.0,90.0
21874,As2Li1O7Sc1,3.4192,5,5.5714939999999995,5.5714939999999995,4.938708,81.40544,81.40544,103.167
21875,K12Na8P12Sn4,0.9147000000000001,64,10.60983,10.60983,15.20465,90.0,90.0,143.1306
21876,Ca11O18S1Si4,3.5083,119,8.675822,8.675822,8.675822,105.261,105.261,118.2662
21877,Al16Be2Mg6O32,5.1742,186,5.738482,5.738462,18.50776,90.0,90.0,120.0009
21878,O2Pr2Sb2Zn2,0.2569,129,4.222033,4.222033,9.734522,90.0,90.0,90.0
21879,C4H20N12O16,3.5157,14,8.305284,7.928888,8.569084,71.90149,90.0,90.0
21880,K4Nd2O30P10,3.9883,9,7.268456,7.268456,13.44044,89.56635,89.56635,108.0562
21881,Cl12Hf2Hg6Se4,1.6211,14,8.726208,9.712194,11.41604,88.55894,90.0,90.0
21882,Cl24O4S4Zr4,3.2367,14,23.89227,7.184538,7.530862,65.97183,90.0,90.0
21883,Fe2H4O10S2,3.7821,15,5.230933,5.230933,7.796337,73.1622,73.1622,95.85003
21884,Cl2Eu2Mo2O8,0.16970000000000002,12,6.536392,6.536392,7.022386,76.57564,76.57564,70.25725
21885,Al2F12Li2Sr2,7.3245000000000005,163,5.166225,5.166225,10.33778,89.99963,89.99963,120.0008
21886,Cd1Cs1N3O6,2.4213,146,5.576981,5.576981,5.576981,90.31551,90.31551,90.31551
21887,C12O12Pt1Re2,1.7976,2,7.353421,10.3615,6.6613620000000004,85.24743,87.80407,71.34681
21888,Al16Ca8O64Si16,4.7058,2,8.262636,13.03266,13.05856,85.64096,81.26706,89.08777
21889,Cs2Na2O6Ti2,3.7336,63,6.499527,6.499527,5.718726,90.0,90.0,123.9882
21890,C8H32N24O12,3.3343,14,11.97011,6.956888,11.45053,69.9599,90.0,90.0
21891,Ba4H8O32S8,5.5827,19,4.791115,10.93295,13.24387,90.0,90.0,90.0
21892,Eu4Ga4Ge2S14,1.3694,113,9.753064,9.753064,6.370253,90.0,90.0,90.0
21893,Br8C8H24S4,2.4782,14,7.709359,7.910742,11.86347,86.15294,90.0,90.0
21894,As4Fe4Li4O16,1.7873,62,4.952203,6.158001,10.74858,90.0,90.0,90.0
21895,La2Li2O8Ti2,2.9613,129,3.828261,3.828261,12.33218,90.0,90.0,90.0
21896,Cl2H12Ni1O6,3.6096,12,6.236058,6.236058,6.665103,64.08566,64.08566,69.00424
21897,Cd2Cs2Tb2Te6,1.5589,63,8.926262,8.926262,11.91254,90.0,90.0,150.4569
21898,Na2O24P6Sn4,2.7655000000000003,148,8.752277,8.751964,9.180885,61.53598,61.53373,60.00147
21899,Ho4Mo8O36Sb4,3.1023,15,9.680964,9.680964,10.83613,68.07783,68.07783,95.36622
21900,Cl12Hg6Te4U2,2.8005,14,8.137554,7.098992,14.05172,88.85269,90.0,90.0
21901,Bi2Br1Nd1O4,1.2472,123,3.985344,3.985344,9.426617,90.0,90.0,90.0
21902,Ba2O6Ta1Y1,3.4796,225,6.049051,6.049051,6.049051,60.0,60.0,60.0
21903,Cl8Nd8O24Se8,3.4333,62,5.437633,11.3596,13.69696,90.0,90.0,90.0
21904,Cr6Na8O28U2,2.6462,2,7.311119,8.632647,11.62577,80.19841,79.36515,69.74238
21905,As8H4K4O24,2.705,14,9.857416,6.190946,9.319585,85.25971,90.0,90.0
21906,H8Hg6O22S4,1.7352,15,5.797073,5.797073,15.19833,84.22509,84.22509,102.6059
21907,Al2K2O8Si2,4.5153,159,5.221302,5.221453,8.853818,90.00004,89.99998,120.001
21908,Ca6Fe2O12Rh2,1.8516,167,6.45904,6.45904,6.45904,91.44999,91.44999,91.44999
21909,Ca10F2O24P6,5.5201,176,9.488137,9.488161,6.926921,90.0,90.0,120.0002
21910,As2O2Y2Zn2,1.1906,129,3.960442,3.960442,8.932791,90.0,90.0,90.0
21911,B6Na6O24Si6,5.4177,173,8.134826,8.134741,7.786594,90.0,90.0,120.0005
21912,Cu4Rb4S8Sn2,0.9964000000000001,72,9.499453,9.499453,9.499453,145.9929,103.6991,86.22773
21913,Ca12Fe8O48Si12,2.3957,230,10.55993,10.55993,10.55993,109.4712,109.4712,109.4712
21914,F2O4Rb2S2,4.1063,11,6.009701,4.923109,7.359105,72.91552,90.0,90.0
21915,O22Pb2Pt8Sr8,0.9557,2,5.744975,10.12595,10.22628,89.5609,89.80416,89.99685
21916,Al8Co12O48Si12,3.8363,230,10.02256,10.02256,10.02256,109.4712,109.4712,109.4712
21917,Mo4O16Pr2Tl2,3.4773,126,6.40901,6.40901,9.776613,90.0,90.0,90.0
21918,Ga2Na2O12Si4,4.2568,15,6.551586,6.551586,5.337014,76.90018,76.90018,84.47925
21919,F8Se12Sn4Sr8,1.2797,62,6.212013,6.189736,19.8528,90.0,90.00015,90.0
21920,Fe1Mo1O6Sr2,1.4895,225,5.57982,5.57982,5.57982,120.0127,120.0127,89.97797
21921,Fe2K4P4S12,2.4348,14,12.34509,6.122429,7.576339,78.90244,90.0,90.0
21922,Ce10Li10N24Si8,2.1308,117,11.05224,11.05224,5.6036719999999995,90.0,90.0,90.0
21923,Na2O12Si4Ti2,2.8643,2,5.394683,6.676059,6.743608,85.35312,77.46999,77.77936
21924,Ba6Mg2O18Ru4,0.8752000000000001,194,5.85264,5.85265,14.41099,90.0,90.0,120.0001
21925,C4K4Li4O12,3.8024,14,9.405802,7.915035,6.758737,50.82944,90.0,90.0
21926,C6H20I2N2,4.3326,11,8.449331,5.625073,7.240105,75.49865,90.0,90.0
21927,N18O36Si18Y18,4.211,178,7.09403,7.094032,27.51618,90.00002,89.99999,120.0001
21928,Cu4Ga12K8Se24,1.3238,15,7.90899,7.90899,21.06584,84.65443,84.65443,90.19834
21929,O16Pr8Si4Te4,1.5636999999999999,57,6.405619,7.323613,11.35061,90.0,90.0,90.0
21930,K4O36S8V4,1.7601,19,5.068732,9.010779,16.64124,90.0,90.0,90.0
21931,C6Mn2N6Ru1,3.3986,2,6.150364,6.160307,6.793492,90.01448,89.97684,119.9711
21932,Ce6Cu2S14Si2,1.6528,173,10.33638,10.33647,5.824046,90.0,90.0,119.9997
21933,O18P4V2Zn4,2.6389,108,7.774083,7.774083,7.774083,109.4144,109.4144,109.5849
21934,Ho2K2O16W4,3.5028,15,7.530831,7.530551,7.589399,62.01012,62.01114,88.10207
21935,Cl12H8N2W2,0.766,15,7.037687,7.037687,11.97617,83.26255,83.26255,62.33701
21936,As2Cl26P2Ta2,2.5829,36,9.872346,9.872346,12.16138,90.0,90.0,114.0766
21937,Ag8O28P8Zn4,2.9705,136,7.813992,7.813992,10.60327,90.0,90.0,90.0
21938,Ag2Ge2Pr6S14,1.7973,173,10.43241,10.43238,5.843706,90.0,90.0,120.0011
21939,Ca2Cu2Ge4O12,1.2031,15,6.948457,6.948457,5.446391,76.77843,76.77843,82.79557
21940,Ag8O32P8V4,2.1049,14,13.970320000000001,6.367232,7.844433,80.58367,90.0,90.0
21941,Cl4Hg12I4S8,1.3893,12,10.66496,10.66496,13.41487,51.98289,51.98289,52.95785
21942,C8H24O6P4,5.3646,15,6.102544,6.102544,12.70392,78.0385,78.0385,94.14171
21943,B14Cl2Mg6O26,5.923,219,8.606437,8.606437,8.606437,60.0,60.0,60.0
21944,Cd2Cs2Se6Y2,2.1293,63,8.429181,8.429181,11.22483,90.0,90.0,150.4516
21945,Al8Mn12O48Si12,3.574,230,10.17235,10.17235,10.17235,109.4712,109.4712,109.4712
21946,Al2Li2O12Si4,5.3347,15,6.426637,6.426637,5.270922,74.41027,74.41027,82.37441
21947,C8K4N8Zn2,6.0946,227,8.963143,8.963143,8.963143,60.0,60.0,60.0
21948,H3N1O6Sr2,2.8871,189,6.726328,6.726328,3.590733,90.0,90.0,120.0008
21949,Be2La6S14Sc2,1.3184,173,10.31706,10.31706,6.156861,90.0,90.0,119.9998
21950,F6K2O2Te2,4.01,4,5.288402,6.112492,8.901518,63.04612,90.0,90.0
21951,C20H4O20Os6,1.8064,2,9.389282,8.764808,12.13883,81.02481,80.29121,61.33566
21952,Fe1Mo1O6Sr2,1.5327000000000002,87,5.588094,5.588094,5.588094,120.2302,120.2302,89.60182
21953,Au2K2O16S4,1.5443,15,6.829237,6.829237,9.63807,66.70341,66.70341,67.30664
21954,B2Cr4O24P6,3.0109,147,8.087474,8.087413,7.53171,89.99998,90.00008,120.0
21955,Cl4Cu4H4O4,1.0234,14,6.737921,5.637658,6.155148,63.839,90.0,90.0
21956,Cr1H18I7N6,1.0827,12,8.450664,8.450664,10.87393,72.90211,72.90211,73.48895
21957,Li1P1S4Zn1,2.6978,82,6.097316,6.097316,6.097316,123.3405,123.3405,84.30528
21958,Cs8F24Li4Tl4,3.4466,225,8.937952,8.937952,8.937952,90.0,90.0,90.0
21959,Ca12Fe8Ge12O48,2.1651,230,10.80885,10.80885,10.80885,109.4712,109.4712,109.4712
21960,Al1H1Si1Sr1,0.6106,156,4.223827,4.22411,4.950385,90.00207,90.0,119.9978
21961,As6Cl2O24Pb10,3.0583,176,10.52083,10.52081,7.447146,90.0,90.0,120.0009
21962,K1O8P2Sb1,2.9496,148,9.038989,9.038989,9.038989,31.06574,31.06574,31.06574
21963,Cr8I4O16P4,0.7788,14,5.524917,6.38964,15.77585,74.03356,90.0,90.0
21964,Eu2O12Rh2Sr6,2.0199,167,6.890387,6.890387,6.890387,91.94612,91.94612,91.94612
21965,Ag2Br6Hg7P8,1.0068,12,8.65191,8.65191,8.244099,80.87329,80.87329,80.05644
21966,C4H4Na4O12,3.1734,14,8.224882,3.631075,9.149825,82.73654,90.0,90.0
21967,C4K4N12O24,2.1169000000000002,109,10.38155,10.38155,10.38155,99.16791,99.16791,132.9487
21968,Br2Cu3O6Te2,0.2456,12,6.139757,6.139757,9.433134,66.46476,66.46476,59.74601
21969,Fe2Li2O20Se8,1.7238,30,6.099739,6.927507,10.46921,90.0,90.0,90.0
21970,Ba2Nd4O10Pd2,2.6385,127,6.829355,6.829355,6.007994,90.0,90.0,90.0
21971,Al6B8Nd2O24,3.857,15,5.978904,5.978904,11.27215,81.68791,81.68791,104.2156
21972,Cu2Li4O14P4,1.8422,15,8.138319,8.138319,8.754845,66.4464,66.4464,35.3609
21973,K11Li1Mn4O16,1.7536,121,10.53472,10.53472,10.53472,135.5197,135.5197,64.72374
21974,Bi2I1Lu1O4,1.4814,123,3.8951890000000002,3.8951890000000002,9.674116,90.0,90.0,90.0
21975,Ag2La6S14Sn2,1.8836,173,10.56327,10.56322,6.110888,90.0,90.0,119.9995
21976,F2O8Rb2S2,2.4231,2,5.643046,5.769089,7.761764,100.3531,106.6316,93.97122
21977,K4O18Si6Zr2,4.7815,176,7.041972,7.041945,10.37326,90.0,90.0,120.0003
21978,Ba8Bi4Fe4S20,1.2189,62,9.048189,8.971811,12.29982,90.0,90.0,90.0
21979,As4F24N8Se12,1.1967,2,8.571601,10.82232,10.62298,82.63259,82.48305,69.77368
21980,C4H6Na2O10,3.2276,2,5.715042,6.710897,6.707152,104.1155,85.72658,108.8102
21981,Na4O22Si8Zr2,4.577,15,7.590232,7.590232,8.689647,82.31016,82.31016,84.95985
21982,Cl1Nd1O5Te2,0.2826,123,3.942077,3.942077,8.758697,90.0,90.0,90.0
21983,Ca2Ni6O28P8,3.5652,14,7.661174,7.402798,9.481202,68.02345,90.0,90.0
21984,La2Li2O10Ti3,2.5285,139,13.69547,13.69547,13.69547,163.5369,163.5369,23.3639
21985,Ag4In4S12Si2,1.4189,9,7.182414,7.182414,12.33194,73.68583,73.68583,61.7021
21986,Ge1I6K2O18,3.1492,148,7.635361,7.635361,7.635361,96.46946,96.46946,96.46946
21987,Ni1O6Sr2W1,2.8902,225,5.645829,5.645829,5.645829,60.0,60.0,60.0
21988,C8H24N4O4,2.5937,59,5.556875,7.323551,8.485097,90.0,90.0,90.0
21989,Ba6O18Ru4Tb2,0.6056,194,5.9901979999999995,5.990212,14.70065,90.0,90.0,120.0001
21990,Ba2Na4O12Si4,4.1627,4,4.836845,5.770382,11.53766,88.62331,90.0,90.0
21991,Al4Mo4O28V4,2.2922000000000002,62,5.443792,8.294417,12.95154,90.0,90.0,90.0
21992,Cl28N4P4Ta4,3.3004,14,13.70871,6.874327,15.91681,80.09563,90.0,90.0
21993,Na4O24Sr2V8,3.0079,125,10.76556,10.76556,5.075703,90.0,90.0,90.0
21994,C16F24Pt2S8,1.0672,14,15.61326,5.140891,10.64479,77.89479,90.0,90.0
21995,H48N24O24S12,0.0611,2,6.217223,12.24953,16.55099,84.07064,87.00262,91.57704
21996,Cu8Mg4O32V8,1.2601,14,8.395072,6.524414,11.75175,89.60614,90.0,90.0
21997,B8Bi8Ca4O28,3.2345,62,5.607809,9.003867,12.80146,90.0,90.0,90.0
21998,Cs2F6La1Na1,6.4842,225,6.699736,6.699736,6.699736,60.0,60.0,60.0
21999,Ba12O2S30Ti10,0.8409000000000001,20,8.616059,8.616059,24.31054,90.0,90.0,133.5491
22000,C6Eu2Na6O18,0.1331,40,6.685185,6.685185,10.13458,89.98551,90.01449,113.4199
22001,Cu2Dy6Se14Si2,1.5506,173,10.37499,10.37504,5.9949770000000004,90.0,90.0,120.0002
22002,Al1F6K2Na1,6.8373,225,5.84723,5.84723,5.84723,60.0,60.0,60.0
22003,Dy2O12Rh2Sr6,2.8263,167,6.862139,6.862139,6.862139,92.17998,92.17998,92.17998
22004,Ba1Co1Dy2O5,1.8973,71,6.7431719999999995,6.7431719999999995,6.7431719999999995,147.3747,128.7517,62.08494
22005,Al2Cs2O9P2,4.9061,2,8.260023,7.221507,4.9919139999999995,71.33864,71.7324,72.05731
22006,H16I12N4Pb4,0.9162,62,4.618491,11.16361,21.39774,90.0,90.0,90.0
22007,Cu4Na4S12Ti4,0.4973,62,3.622021,9.704632,13.04716,90.0,90.0,90.0
22008,Al2H24N6O30,3.5263,15,8.491555,8.491555,8.585075,86.068,86.068,91.72558
22009,Li2O12Sc2Si4,5.2556,15,6.762208,6.762208,5.43921,74.91489,74.91489,84.98921
22010,Ca6Na2O12Ru2,1.3506,167,6.569554,6.569554,6.569554,90.49279,90.49279,90.49279
22011,Br34Nb12Rb6S2,0.5455,15,13.2225,13.2225,9.552274,88.89363,88.89363,94.04263
22012,Cl14Mo4O4Tl2,1.9434,2,7.230884,9.576379,10.31085,103.9462,90.16628,108.688
22013,Li4O20Si4Ta4,3.9352,14,8.022375,7.516535,7.542174,60.73557,90.0,90.0
22014,Cl2Gd2H4O4,4.3951,11,3.708193,6.373209,6.708152,73.45659,90.0,90.0
22015,B2C6H18O6,5.6639,176,7.214262,7.214262,7.108065,90.0,90.0,120.0
22016,Cl8F8I8O8,2.0702,14,7.368581,8.180957,13.0937,85.74699,90.0,90.0
22017,F6In1K2Na1,5.3467,225,6.163424,6.163424,6.163424,60.0,60.0,60.0
22018,B14Br2Cr6O26,2.3076,219,8.693181,8.693181,8.693181,60.0,60.0,60.0
22019,Ca4Cu4Ge8O24,1.7099000000000002,14,9.282683,5.273804,10.256,76.70088,90.0,90.0
22020,Ba4Ge2Se4Te4,0.8146,11,7.2758,7.564661,9.481697,71.59297,90.0,90.0
22021,Cu4Pr4Se12Sr4,1.0641,62,4.190077,11.09607,13.57572,90.0005,90.0,90.0
22022,Al2F14Na4Zn2,5.8856,74,7.225574,7.225574,7.225574,121.0004,118.0812,90.81556
22023,Ca2Fe2O12Si4,2.8235,15,6.757473,6.757473,5.324199,78.90856,78.90856,84.1015
22024,Cr2Ho2O12Te2,2.5599,163,5.181747,5.181747,9.752433,89.9983,89.9983,120.0008
22025,Ag2Cr8O28Tl6,2.2404,15,7.561903,7.561903,13.82445,78.41477,78.41477,90.17892
22026,Ga4Li4O24Si8,4.4014,14,8.689786,5.31252,9.278325,78.04904,90.0,90.0
22027,Cu2Nd6S14Si2,1.6323,173,10.20959,10.20966,5.79835,90.0,90.0,120.0012
22028,Fe4Li4O16P4,3.6315,62,4.753245,6.083179,10.45139,90.0,90.0,90.0
22029,Ba2Nb1O6Y1,3.0843,225,6.039942,6.039942,6.039942,60.0,60.0,60.0
22030,Cs2Ge2S10Ta2,0.995,2,7.062603,7.74857,9.72833,65.68922,77.28201,74.5903
22031,H20K4O32P8,5.6103000000000005,14,11.00622,7.912133,9.670427,65.25536,90.0,90.0
22032,Cl2Fe1H4O2,3.1894,12,5.818213,5.818213,3.696415,82.72964,82.72964,95.37273
22033,Br12F24S4Sb4,2.6452999999999998,19,8.567924,9.631695,12.72453,90.0,90.0,89.99493
22034,Al4Ge4O20Y4,3.7671,55,5.675485,7.330077,8.42007,90.0,90.0,90.0
22035,Ca2Fe2O12Si4,2.8161,15,6.756488,6.756488,5.325255,78.95953,78.95953,84.12697
22036,C8F16O16S4,6.1736,14,6.6768149999999995,9.268818,11.3698,74.52557,90.0,90.0
22037,Co1Mo1O6Sr2,1.5857,87,5.700403,5.700403,5.700403,121.4743,121.4743,87.46488
22038,Al8Mg12O48Si12,4.9473,230,10.01841,10.01841,10.01841,109.4712,109.4712,109.4712
22039,F8H20In4N8,2.4407,14,5.773792,8.303625,9.721953,85.80312,90.0,90.0
22040,Bi2Br1Er1O4,1.3747,123,3.899296,3.899296,9.293929,90.0,90.0,90.0
22041,Ba2Cu2O12Se4,1.5474999999999999,15,4.904655,4.904655,16.0413,90.41475,90.41475,65.04209
22042,C2Cu2N2S2,2.4282,186,3.872674,3.872532,10.99322,90.0,90.0,120.0012
22043,Ca1Cu3O12Ti4,1.2233,204,6.5003139999999995,6.5003139999999995,6.5003139999999995,109.4712,109.4712,109.4712
22044,As6Ba10Cl2O24,4.0014,176,10.79272,10.79274,7.837419,90.0,90.0,120.001
22045,Ba6Cu2O18Ru4,0.6304000000000001,63,5.932981,5.932981,14.436,90.0,90.0,122.277
22046,K2Nb2Nd4O12,3.4285,12,6.982036,6.982036,8.866025,75.56965,75.56965,48.86639
22047,C4Cs4N4S4,4.3697,62,6.446501,8.134208,8.513392,90.0,90.0,90.0
22048,K2La2O24P8,4.9043,36,7.075383,7.075383,14.08862,90.0,90.0,111.127
22049,Br4H16Na4O8,4.2592,14,10.46942,6.639459,6.802125,66.54864,90.0,90.0
22050,Ir1N6Na3O12,2.5849,166,6.853006,6.853006,6.853006,72.4998,72.4998,72.4998
22051,Al3Cs2F12Na1,6.9014,166,7.442488,7.442488,7.442488,57.49153,57.49153,57.49153
22052,Li4O10Si2V2,2.085,129,6.422281,6.422281,4.539516,90.0,90.0,90.0
22053,Ag5Cl2P1S4,1.6996,38,6.472133,6.472133,7.553228,90.0,90.0,121.0481
22054,C2Co3O10Se2,2.5166,12,5.725233,5.725233,7.939417,67.75144,67.75144,71.23007
22055,H8Li8Mg4N8,2.3463,60,5.123872,5.221644,9.726967,90.0,90.0,90.0
22056,Ca8Cl4O16P4,5.3814,57,6.257177,7.045004,10.90148,90.0,90.0,90.0
22057,Br4H4Hg4O16,1.9889000000000001,57,6.472654,5.455741,15.59114,90.0,90.0,90.0
22058,As2Cu1Na4O8,1.8724,2,4.946599,5.958887,7.053899,98.36781,90.85287,105.9422
22059,Ba4Mn4O16Rb4,1.7143000000000002,62,5.982041,8.021183,10.483740000000001,90.0,90.0,90.0
22060,Cu2Se6Tl2Zr2,0.38530000000000003,63,7.628427,7.628427,10.25476,90.0,90.0,150.4913
22061,Co4N12O8S12,1.5343,14,15.82133,6.423914,7.491212,77.06641,90.0,90.0
22062,H12Mg2O12Si2,5.3809000000000005,4,5.244868,5.152579,7.399047,89.82917,89.99964,90.00271
22063,Br2H2K4O2,3.5024,11,4.331233,6.844201,8.608376,71.84939,90.0,90.0
22064,Cl6Fe2Mn14O20,0.9526,225,9.361882,9.361882,9.361882,60.0,60.0,60.0
22065,H4Li4O16S4,5.9761,14,7.356539,5.433598,10.11068,57.71182,90.0,90.0
22066,Cl6I1Se6W1,0.6506000000000001,2,6.926314,7.921197,8.40151,92.88685,97.52907,97.24167
22067,Ba4O16Si4Ti2,4.3366,100,8.654638,8.654638,5.313766,90.0,90.0,90.0
22068,Nd8O16Si4Te4,1.3492,14,6.492728,8.816576,10.00383,84.73473,90.0,90.0
22069,O28P8Rb4Ti4,3.0467,14,10.48239,7.672665,8.421078,74.30891,90.0,90.0
22070,Be4H16O16P8,6.001,92,5.107608,5.107608,20.26273,90.0,90.0,90.0
22071,As2Cl26P2Sb2,2.119,36,9.888601,9.888601,12.1809,90.0,90.0,114.8943
22072,Ba4Cl4H4O4,4.8612,62,4.47075,7.480473,9.35099,90.0,90.0,90.0
22073,B2Ba2Cl2F8,5.9901,31,4.813814,5.340459,9.467286,90.0,90.0,90.0
22074,C1Ho2N2O2,3.9996,164,3.710682,3.710682,8.186,90.0,90.0,120.0
22075,Ag4Ge2Pb2S8,1.5918,40,6.286761,6.286761,10.37786,90.0,90.0,113.6079
22076,Ca4O12Pd2W2,1.2522,25,5.379848,5.676674,9.30148,90.0,90.0,90.0
22077,C8H4K20N16,3.7849,130,9.170245,9.170245,11.14744,90.0,90.0,90.0
22078,Fe12O48Si12V8,1.5011,230,10.27229,10.27229,10.27229,109.4712,109.4712,109.4712
22079,Ag4K8S16Sb4,1.4423,34,8.053071,10.49846,10.77236,90.0,90.0,90.0
22080,Ba4Ga4La4O16,3.9328000000000003,19,5.989117,7.355291,10.12505,90.0,90.0,90.0
22081,Ba6O18Ru4Y2,0.5997,194,5.988435,5.988435,14.6645,90.0,90.0,120.0
22082,Ca10F2O24P6,5.5246,176,9.48387,9.483896,6.928856,90.00001,90.0,120.0002
22083,H8O16P4Tl4,4.0288,60,4.516953,6.607987,14.62569,90.0,90.0,90.0
22084,Cs4Mo6O24Se2,2.4853,173,7.422992,7.423,12.98385,90.0,90.0,120.0003
22085,La2Li2O8Ti2,2.9466,129,3.7837069999999997,3.7837069999999997,12.43814,90.0,90.0,90.0
22086,Bi2Br1O4Pr1,1.1178,123,3.991106,3.991106,9.439922,90.0,90.0,90.0
22087,K2Nb5O15Y1,1.9039000000000001,65,9.301483,9.301483,3.9573609999999997,90.0,90.0,111.9236
22088,Cd2H16O20P4,0.2637,14,11.80313,7.355913,7.121317,87.46598,90.0,90.0
22089,B12Ba24Cl12N24,2.75,214,12.89409,12.89409,12.89409,109.4712,109.4712,109.4712
22090,Li2O7Sr1Ta2,2.4182,139,9.698999,9.698999,9.698999,156.2302,156.2302,33.86588
22091,Al12Li12O48Si12,4.8524,181,10.59007,10.59007,11.39526,90.0,90.0,120.0
22092,O28P8Pb4Pd4,1.7518,62,6.144203,7.480616,13.62765,90.0,90.0,90.0
22093,Al2Fe2S14Tb6,1.6575000000000002,4,9.635608,9.711698,6.189368,90.0,90.0,119.8631
22094,C2Ca1Mg1O6,5.02,148,6.056595,6.056595,6.056595,47.42357,47.42357,47.42357
22095,Cd4Li4O16P4,3.3533,62,4.857144,6.375355,10.88063,90.0,90.0,90.0
22096,B2C8N8Rb2,6.332,88,9.175151,9.175151,9.175151,132.6809,132.6809,69.15577
22097,Ag16I8O16Se4,1.504,33,7.285533,9.582964,13.33244,90.0,90.0,90.0
22098,Al4O15Sr6Y2,4.0011,5,9.340686,9.340686,7.766509,89.36484,89.36484,36.16631
22099,Mo2N4Na8O4,2.2291,2,5.902029,5.927441,8.93617,82.67442,71.66753,68.8687
22100,O32P8Sr4Zn8,4.4318,14,9.553295,8.383603,9.06628,88.26451,90.0,90.0
22101,B8Be16H8O32,5.8584,61,4.458789,9.91681,12.2374,90.0,90.0,90.0
22102,Ag1B1C4N4,5.3858,215,5.847222,5.847222,5.847222,90.0,90.0,90.0
22103,Fe2Pb8S28Sb12,1.2434,14,19.57122,4.054192,16.0733,87.74299,90.0,90.0
22104,Ag2Cs4S8V2,1.3046,70,13.91926,11.99052,7.912777,86.18096,59.26283,34.55621
22105,B10Ca1La2O19,5.8143,5,6.496726,6.496726,9.24176,88.58025,88.58025,61.54295
22106,Ag4Hg8O16P4,1.3008,55,6.260673,8.897585,9.513637,90.0,90.0,90.0
22107,Cu2Ge2Se14Y6,1.1728,173,10.35211,10.35215,6.150707,90.0,90.0,120.0009
22108,Cu1Nd1O8W2,1.5737999999999999,1,7.22691,5.099942,6.128261,68.06629,55.89138,69.16207
