,full_formula,DebyeTemp,spacegroup.number,structure.lattice.a,structure.lattice.b,structure.lattice.c,structure.lattice.alpha,structure.lattice.beta,structure.lattice.gamma
1135,Cs1F1,154.909,225,4.320857,4.320857,4.320857,60.0,60.0,60.0
1136,Be1Te1,314.953,225,3.795285,3.795285,3.795285,60.0,60.0,60.0
1137,B4Cr1,1284.92,71,3.909473,3.909473,3.909473,137.1406,105.0142,90.45358
1138,Sb2Sc4,322.598,129,4.299508,4.299508,7.944959,90.0,90.0,90.0
1139,Al2Hf2,352.568,63,5.67854,5.67854,4.304854,90.0,90.0,146.8004
1140,La2Rh2,186.332,63,5.968371,5.968371,4.309882,90.0,90.0,140.7604
1141,Pt8Zr16,187.562,227,8.887362,8.887362,8.887362,60.0,60.0,60.0
1142,Cu8O6,266.444,141,6.476582,6.476582,6.476582,126.0993,126.0993,79.72492
1143,Hg2Y1,185.427,191,4.944099,4.943916,3.455582,90.0,90.0,120.0012
1144,N2W1,657.092,187,2.943699,2.943699,3.9218919999999997,90.0,90.0,120.0004
1145,Mo12P4,431.5,121,7.412399,7.412399,7.412399,96.14801,96.14801,141.7952
1146,Ge4Ni8,328.614,62,3.794041,5.109879,7.184996,90.0,90.0,90.0
1147,Be5Sc1,977.937,191,4.573945,4.57422,3.515866,90.0,90.0,119.998
1148,Bi1Ho1,185.933,225,4.456739,4.456739,4.456739,60.0,60.0,60.0
1149,Ho1Mg1,199.4,221,3.772787,3.772787,3.772787,90.0,90.0,90.0
1150,N3Ta3,454.023,191,5.293566,5.293566,2.9490689999999997,90.0,90.0,119.997
1151,As12Rh4,387.248,204,7.419015,7.419015,7.419015,109.4712,109.4712,109.4712
1152,Hg2Rh1,204.413,123,4.641027,4.641027,3.071527,90.0,90.0,90.0
1153,La2S4,319.692,129,4.068847,4.068847,8.412953,90.0,90.0,90.0
1154,Ru8Zr4,272.341,194,5.170126,5.169807,8.623515,90.0,90.0,120.002
1155,Al1Ir1,407.78,221,2.994506,2.994506,2.994506,90.0,90.0,90.0
1156,In1La1,179.189,221,3.9661109999999997,3.9661109999999997,3.9661109999999997,90.0,90.0,90.0
1157,B12Sc1,1335.02,139,5.247682,5.247682,5.247682,119.9174,119.9174,90.14314
1158,Ge1Se1,326.663,225,4.006351,4.006351,4.006351,60.0,60.0,60.0
1159,Na2O1,466.254,225,3.939738,3.939738,3.939738,60.0,60.0,60.0
1160,Al4La1,300.564,139,6.429696,6.429696,6.429696,140.3251,140.3251,57.36004
1161,Be8V4,891.008,194,4.397077,4.397077,7.101285,90.0,90.0,119.9984
1162,Mo1P1,576.625,187,3.249507,3.249438,3.218318,90.0,90.0,119.9993
1163,As2Ca4,334.66,139,8.578009,8.578009,8.578009,149.0602,149.0602,44.32276
1164,C1Nb1,476.732,216,3.436662,3.436662,3.436662,60.0,60.0,60.0
1165,Ir6Mg18,294.752,185,7.875654,7.875654,8.208666,90.0,90.0,120.0084
1166,As1Th1,223.418,225,4.323257,4.323257,4.323257,60.0,60.0,60.0
1167,Sc10Si6,561.54,193,7.9951609999999995,7.9951609999999995,5.930639,90.0,90.0,119.9996
1168,P4W2,505.267,36,5.847571,5.847571,5.014399,90.0,90.0,148.182
1169,Co4Sb12,311.981,204,7.870817,7.870817,7.870817,109.4712,109.4712,109.4712
1170,Ce2Os4,153.843,227,5.395962,5.395962,5.395962,60.0,60.0,60.0
1171,B2V1,1105.65,191,3.00688,3.00688,3.061356,90.0,90.0,120.0002
1172,As8Pt4,347.081,205,6.044864,6.044864,6.044864,90.0,90.0,90.0
1173,Au8Zn24,213.931,223,7.864595,7.864595,7.864595,90.0,90.0,90.0
1174,O2Zn2,426.512,186,3.198003,3.198003,5.130196,90.0,90.0,119.9964
1175,Cd24N16,272.08,206,9.508197,9.508197,9.508197,109.4712,109.4712,109.4712
1176,Ho1Tl3,105.922,221,4.753512,4.753512,4.753512,90.0,90.0,90.0
1177,K3Sb1,147.252,225,6.051318,6.051318,6.051318,60.0,60.0,60.0
1178,Al3Ta1,492.393,139,5.089133,5.089133,5.089133,135.2597,135.2597,65.12699
1179,La1Sn3,163.671,221,4.88133,4.88133,4.88133,90.0,90.0,90.0
1180,Ho1In1,170.363,221,3.736777,3.736777,3.736777,90.0,90.0,90.0
1181,Mg1Se1,371.184,225,3.890791,3.890791,3.890791,60.0,60.0,60.0
1182,N1Rh1,342.386,187,2.90961,2.90961,2.852852,90.0,90.0,120.0007
1183,S7Tb5,285.299,12,6.74288,6.74288,11.66516,76.01684,76.01684,32.99454
1184,Cd1N1,324.872,225,3.362091,3.362091,3.362091,60.0,60.0,60.0
1185,Re8Zr4,241.895,194,5.314063,5.313891,8.711722,90.0,90.0,120.0011
1186,Ca2Ge4,316.601,186,4.03818,4.038156,10.16351,90.00004,90.0,120.0002
1187,O4Si2,660.581,227,5.274567,5.274567,5.274567,60.0,60.0,60.0
1188,Os3Zr1,325.71,221,3.9899839999999998,3.9899839999999998,3.9899839999999998,90.0,90.0,90.0
1189,Hg2Mg1,126.755,139,5.245232,5.245232,5.245232,136.3584,136.3584,63.4267
1190,La16O24,336.074,206,9.988626,9.988626,9.988626,109.4712,109.4712,109.4712
1191,C1Nb1,294.432,221,2.805989,2.805989,2.805989,90.0,90.0,90.0
1192,Ag1C1,180.282,225,3.30675,3.30675,3.30675,60.0,60.0,60.0
1193,Be6N4,1399.73,194,2.848267,2.848267,9.760432999999999,90.0,90.0,119.9982
1194,S1Sn1,278.422,225,4.168849,4.168849,4.168849,60.0,60.0,60.0
1195,C1W1,243.452,216,3.341006,3.341006,3.341006,60.0,60.0,60.0
1196,La3Tl1,115.613,221,5.132683,5.132683,5.132683,90.0,90.0,90.0
1197,Al3Ni2,571.059,164,4.016007,4.015964,4.879561,90.00016,90.0,120.0004
1198,Cd1Er1,184.282,221,3.710796,3.710796,3.710796,90.0,90.0,90.0
1199,Si4Zr4,512.093,62,3.806598,5.329374,7.025624,90.0,90.0,90.0
1200,Ni1O1,587.36,225,2.990235,2.990235,2.990235,60.0,60.0,60.0
1201,Rh4Yb2,263.9,227,5.328667,5.328667,5.328667,60.0,60.0,60.0
1202,Mn1Te1,236.667,225,4.204084,4.204084,4.204084,60.0,60.0,60.0
1203,Al3Zr4,466.254,191,5.45042,5.45042,5.408926,90.0,90.0,120.0002
1204,Nb6Si4,541.463,127,6.765734,6.765734,3.538437,90.0,90.0,90.0
1205,Ru8Si16,564.868,64,6.502499,6.502499,8.213659,90.0,90.0,103.0585
1206,Cl2Hg2,103.951,139,6.464052,6.464052,6.464052,137.3979,137.3979,61.8264
1207,Al1Bi1,199.228,216,4.557272,4.557272,4.557272,60.0,60.0,60.0
1208,N2Nb2,638.242,194,2.945736,2.945736,5.887575,90.0,90.0,120.0022
1209,Al12Re2,482.538,63,5.054909,5.054909,9.07048,90.0,90.0,98.15477
1210,Cd1S1,289.272,225,3.874983,3.874983,3.874983,60.0,60.0,60.0
1211,K2N6,307.684,140,5.67759,5.67759,5.67759,113.6614,113.6614,101.3814
1212,P4V8,602.393,62,3.307915,6.202049,7.607833,90.0,90.0,90.0
1213,Cu2Se1,168.126,225,4.111121,4.111121,4.111121,60.0,60.0,60.0
1214,Hf1Pt3,304.816,221,4.004117,4.004117,4.004117,90.0,90.0,90.0
1215,Hg1Mg1,198.442,221,3.494814,3.494814,3.494814,90.0,90.0,90.0
1216,P4Ti4,583.413,194,3.546196,3.546196,11.88101,90.0,90.0,119.9996
1217,Rh4Y2,318.033,227,5.320635,5.320635,5.320635,60.0,60.0,60.0
1218,As8Zr12,357.9,62,3.773958,10.18162,10.61751,90.0,90.0,90.0
1219,Cd26K2,212.918,226,9.902289,9.902289,9.902289,60.0,60.0,60.0
1220,Tl1Y1,146.694,221,3.800288,3.800288,3.800288,90.0,90.0,90.0
1221,Ca1Se1,320.72,225,4.217186,4.217186,4.217186,60.0,60.0,60.0
1222,Al3U1,365.513,221,4.339614,4.339614,4.339614,90.0,90.0,90.0
1223,Dy4Re8,193.818,194,5.437348,5.437348,8.841531,90.0,90.0,119.9991
1224,Al8Mg4,351.325,141,12.9764,12.9764,12.9764,161.4672,161.4672,26.32626
1225,Al4Er2,377.879,227,5.529751,5.529751,5.529751,60.0,60.0,60.0
1226,Cu4O2,145.354,224,4.288597,4.288597,4.288597,90.0,90.0,90.0
1227,Er1H1,269.417,225,3.439601,3.439601,3.439601,60.0,60.0,60.0
1228,Ir3N3,261.721,221,4.08292,4.08292,4.08292,90.0,90.0,90.0
1229,Cd6P4,228.011,224,6.237144,6.237144,6.237144,90.0,90.0,90.0
1230,La2Si4,284.392,141,7.659849,7.659849,7.659849,147.0542,147.0542,47.28351
1231,Hf1Pd5,290.738,65,6.30152,6.30152,4.087676,90.0,90.0,144.5008
1232,Rh1V1,406.497,123,2.841724,2.841724,3.554059,90.0,90.0,90.0
1233,N6Rb2,225.126,140,5.944761,5.944761,5.944761,114.61,114.61,99.62048
1234,Er2Si2,349.566,63,5.627921,5.627921,3.804819,90.0,90.0,135.8071
1235,S12Sn8,180.29,62,3.86,9.255777,14.53125,90.0,90.0,90.0
1236,C1Rh1,399.657,216,3.241075,3.241075,3.241075,60.0,60.0,60.0
1237,Ag2Dy1,185.748,139,5.373461,5.373461,5.373461,139.4167,139.4167,58.74008
1238,B4N4,1253.49,70,4.253032,4.253032,4.921015,55.71002,55.71002,72.25525
1239,Be8Re4,593.266,194,4.387069,4.387124,7.155667,90.0,90.0,119.9996
1240,C2Er1,315.064,139,3.996919,3.996919,3.996919,126.0713,126.0713,79.77099
1241,As8Zn8,303.464,61,5.659909,7.316544,7.599808,90.0,90.0,90.0
1242,Co2Zr4,277.612,140,5.333783,5.333783,5.333783,102.4917,102.4917,124.5694
1243,As12Co4,437.74,204,7.144364,7.144364,7.144364,109.4712,109.4712,109.4712
1244,Dy2Ir4,284.759,227,5.317335,5.317335,5.317335,60.0,60.0,60.0
1245,C1Ru1,486.212,187,2.916496,2.9165039999999998,2.694459,90.0,90.0,119.9999
1246,B2Y1,777.575,191,3.298597,3.298597,3.866402,90.0,90.0,120.002
1247,Hf12P8,336.811,62,3.587608,9.873149,10.19517,90.0,90.0,90.0
1248,La1Pd3,264.64,221,4.244112,4.244112,4.244112,90.0,90.0,90.0
1249,Sn2Zr6,248.565,223,5.663059,5.663059,5.663059,90.0,90.0,90.0
1250,In1Sb1,189.963,216,4.67534,4.67534,4.67534,60.0,60.0,60.0
1251,Al4Ho2,376.368,227,5.546881,5.546881,5.546881,60.0,60.0,60.0
1252,Pt2Sn2,206.087,194,4.197258,4.197258,5.512301,90.0,90.0,120.0042
1253,C1Mo1,609.501,225,3.098913,3.098913,3.098913,60.0,60.0,60.0
1254,Dy12Os4,185.819,62,6.325587,7.380393,9.073075,90.0,90.0,90.0
1255,La6Te8,185.195,220,8.43377,8.43377,8.43377,109.4712,109.4712,109.4712
1256,Er2H4,350.295,194,3.528826,3.528826,6.28946,90.0,90.0,120.0
1257,Ag1Ga1,164.855,221,3.327135,3.327135,3.327135,90.0,90.0,90.0
1258,Br1Cu1,174.879,216,4.052846,4.052846,4.052846,60.0,60.0,60.0
1259,Hg1Pt3,98.9427,221,4.044763,4.044763,4.044763,90.0,90.0,90.0
1260,O2Sn2,227.162,129,3.8584680000000002,3.8584680000000002,5.015206,90.0,90.0,90.0
1261,La1N1,412.832,225,3.783153,3.783153,3.783153,60.0,60.0,60.0
1262,In1Zr3,315.403,221,4.470065,4.470065,4.470065,90.0,90.0,90.0
1263,Hf2Pd1,244.646,139,5.913844,5.913844,5.913844,147.8549,147.8549,46.09966
1264,Os4Se8,390.581,205,6.020186,6.020186,6.020186,90.0,90.0,90.0
1265,Ni2Sb4,263.839,58,3.882165,5.196319,6.371626,90.0,90.0,90.0
1266,Mo2N2,714.128,194,2.8829849999999997,2.88291,5.726091,90.0,90.0,119.9991
1267,Ba3I6,114.407,189,9.265306,9.26548,5.269778,90.0,90.0,119.9994
1268,N1Sc1,862.993,225,3.242749,3.242749,3.242749,60.0,60.0,60.0
1269,In3Pr1,245.688,221,4.660298,4.660298,4.660298,90.0,90.0,90.0
1270,Be6Cl12,280.684,217,8.537475,8.537475,8.537475,109.4712,109.4712,109.4712
1271,C1Zr1,678.226,225,3.340164,3.340164,3.340164,60.0,60.0,60.0
1272,Nb6Te8,252.974,176,10.83634,10.83638,3.666301,90.0,90.0,119.9979
1273,As4Zr4,370.965,194,3.838575,3.838575,12.97362,90.0,90.0,119.9999
1274,As1In1,231.48,216,4.359104,4.359104,4.359104,60.0,60.0,60.0
1275,Sn4Y2,248.435,63,8.598987,8.598987,4.402441,90.0,90.0,149.9019
1276,Ba2Pt4,191.623,227,5.672931,5.672931,5.672931,60.0,60.0,60.0
1277,Be8Fe4,817.73,194,4.292991,4.292991,6.959296,90.0,90.0,119.9989
1278,Co4N12,714.226,204,5.7159569999999995,5.7159569999999995,5.7159569999999995,109.4712,109.4712,109.4712
1279,Bi2Ca4,218.614,139,9.266787,9.266787,9.266787,149.1751,149.1751,44.15357
1280,Co1Ti1,505.45,221,3.102214,3.102214,3.102214,90.0,90.0,90.0
1281,Dy6Ge8,286.224,63,5.715201,5.715201,14.26549,90.0,90.0,138.3186
1282,Ru4Si4,510.333,198,4.720821,4.720821,4.720821,90.0,90.0,90.0
1283,Cu5Nd1,248.838,191,5.129623,5.129623,4.099545,90.0,90.0,120.0069
1284,B2Ta4,467.786,140,4.818139,4.818139,4.818139,105.1633,105.1633,118.4805
1285,Bi16O24,214.232,206,9.723766,9.723766,9.723766,109.4712,109.4712,109.4712
1286,Rh1Yb1,194.388,221,3.398606,3.398606,3.398606,90.0,90.0,90.0
1287,Ag2Ti2,309.99,129,2.963701,2.963701,8.258342,90.0,90.0,90.0
1288,N1Pd1,359.005,225,3.132219,3.132219,3.132219,60.0,60.0,60.0
1289,Ru1Ti1,501.964,221,3.113445,3.113445,3.113445,90.0,90.0,90.0
1290,Al3Pr1,440.066,221,4.292761,4.292761,4.292761,90.0,90.0,90.0
1291,Hg1Pd1,183.775,123,3.090748,3.090748,3.776037,90.0,90.0,90.0
1292,Ga10Pd2,262.485,140,6.823196,6.823196,6.823196,123.3449,123.3449,84.29792
1293,Na2O1,487.774,225,3.934928,3.934928,3.934928,60.0,60.0,60.0
1294,Er2Mg1,183.783,139,6.734552,6.734552,6.734552,148.3961,148.3961,45.30096
1295,C2O4,1037.01,122,4.106781,4.106781,4.106781,122.252,122.252,86.14184
1296,As6V10,456.624,140,7.204156,7.204156,7.204156,96.72136,96.72136,139.9887
1297,Ho4In2,184.954,194,5.367123,5.366913,6.692495,90.0,90.0,120.0013
1298,Sn2V6,293.342,223,5.025948,5.025948,5.025948,90.0,90.0,90.0
1299,Dy2Te4,176.192,129,4.446423,4.446423,8.88146,90.0,90.0,90.0
1300,Pd2Ti1,269.303,71,4.933066,4.933066,4.933066,141.9673,140.053,56.33764
1301,Au2Sc1,227.662,139,5.096756,5.096756,5.096756,138.8712,138.8712,59.57125
1302,C12Ce8,459.343,220,7.259968,7.259968,7.259968,109.4712,109.4712,109.4712
1303,Yb1Zn1,197.354,221,3.680524,3.680524,3.680524,90.0,90.0,90.0
1304,B4Ta6,489.47,127,6.250129,6.250129,3.3332509999999997,90.0,90.0,90.0
1305,Br1Na1,197.565,225,4.249687,4.249687,4.249687,60.0,60.0,60.0
1306,Ag1Yb1,108.218,221,3.781376,3.781376,3.781376,90.0,90.0,90.0
1307,B4Mn1,1223.76,71,3.850962,3.850962,2.958298,67.40749,67.40749,88.76606
1308,Ca2Zn2,203.767,63,6.060693,6.060693,4.414134,90.0,90.0,138.6712
1309,Cr4O8,733.269,205,4.829104,4.829104,4.829104,90.0,90.0,90.0
1310,Si8Sr4,341.303,212,6.563,6.563,6.563,90.0,90.0,90.0
1311,Ge2Mo6,446.364,223,4.991047,4.991047,4.991047,90.0,90.0,90.0
1312,Be24N16,1432.97,206,7.057384,7.057384,7.057384,109.4712,109.4712,109.4712
1313,Ge4Sc2,371.266,63,7.812529,7.812529,3.85755,90.0,90.0,150.6755
1314,Au4Dy8,146.432,62,4.9828600000000005,7.064612,8.957818,90.0,90.0,90.0
1315,Au2Ba1,140.542,191,4.895605,4.895463,4.164058,90.0,90.0,120.001
1316,H24U8,392.404,223,6.729313,6.729313,6.729313,90.0,90.0,90.0
1317,Rh8Si10,481.776,11,3.524442,5.967484,12.38194,79.81485,90.0,90.0
1318,In1Te1,116.364,221,3.8580829999999997,3.8580829999999997,3.8580829999999997,90.0,90.0,90.0
1319,N2Re1,432.331,187,2.955048,2.955121,3.860744,90.0,90.0,119.9992
1320,Si2Ta4,360.469,140,5.09532,5.09532,5.09532,104.5842,104.5842,119.7618
1321,Pb2V6,242.973,223,5.062573,5.062573,5.062573,90.0,90.0,90.0
1322,Cd1O1,333.82,225,3.369685,3.369685,3.369685,60.0,60.0,60.0
1323,P2V2,482.417,194,3.410332,3.410282,6.06096,90.0,90.0,120.0005
1324,Ga1N1,600.517,216,3.201331,3.201331,3.201331,60.0,60.0,60.0
1325,In3Sc1,193.212,221,4.545111,4.545111,4.545111,90.0,90.0,90.0
1326,Hg6Yb2,104.452,194,6.772506,6.772586,5.221527,90.0,90.0,119.9996
1327,Ga4Ta6,359.829,127,6.934721,6.934721,3.542975,90.0,90.0,90.0
1328,Al2Pt1,250.41,225,4.181528,4.181528,4.181528,60.0,60.0,60.0
1329,N1Nb1,752.712,187,2.972877,2.972877,2.8956489999999997,90.0,90.0,120.0005
1330,Pd4Th4,158.363,62,4.7012979999999995,5.955507,7.411442,90.0,90.0,90.0
1331,As2Cr2,344.03,194,3.677408,3.677408,6.144851,90.0,90.0,120.0051
1332,Be26U2,857.988,226,7.182496,7.182496,7.182496,60.0,60.0,60.0
1333,Be1Ti1,605.05,221,2.976293,2.976293,2.976293,90.0,90.0,90.0
1334,Mg8Tb4,221.233,194,6.06347,6.063012,9.799895,90.0,90.0,120.0025
1335,Ho4Mg8,208.428,194,6.031205,6.030925,9.772787,90.0,90.0,120.0015
1336,Ba2Sn2,166.627,63,6.923465,6.923465,4.764185,90.0,90.0,134.3694
1337,Se1Sr1,255.433,225,4.458848,4.458848,4.458848,60.0,60.0,60.0
1338,Gd1S1,295.878,225,3.956374,3.956374,3.956374,60.0,60.0,60.0
1339,Se1Yb1,226.301,225,4.223856,4.223856,4.223856,60.0,60.0,60.0
1340,Be44W2,1092.22,227,8.186947,8.186947,8.186947,60.0,60.0,60.0
1341,Cu3N1,336.037,221,3.82306,3.82306,3.82306,90.0,90.0,90.0
1342,B4Ni12,465.099,62,4.346093,5.134283,6.591803,90.0,90.0,90.0
1343,Co2O2,373.376,186,3.306364,3.30649,5.26172,90.0,90.0,120.0013
1344,Ca1Pd5,285.441,191,5.322987,5.322929,4.487638,90.0,90.0,120.0004
1345,Rh4Sr2,248.849,227,5.478603,5.478603,5.478603,60.0,60.0,60.0
1346,Be1Pd2,338.47,139,5.290648,5.290648,5.290648,149.5953,149.5953,43.53583
1347,Al1N1,904.232,216,3.111682,3.111682,3.111682,60.0,60.0,60.0
1348,F2Hg2,140.965,139,6.156762,6.156762,6.156762,143.7361,143.7361,52.22214
1349,Au1Be5,630.03,216,4.32441,4.32441,4.32441,60.0,60.0,60.0
1350,Dy1In3,204.649,221,4.622777,4.622777,4.622777,90.0,90.0,90.0
1351,C6Mo6,597.281,194,3.080374,3.080411,15.46986,90.0,90.0,119.9996
1352,Ag1Zn1,185.06,221,3.166154,3.166154,3.166154,90.0,90.0,90.0
1353,S4Ta2,196.796,194,3.361152,3.360947,13.552340000000001,90.0,90.0,120.002
1354,La10Si6,232.971,140,9.077822,9.077822,9.077822,127.3672,127.3672,77.65235
1355,Au4Ca2,133.871,74,5.946377,5.946377,5.946377,133.8059,106.1741,91.67479
1356,As2Ti6,386.199,223,5.182028,5.182028,5.182028,90.0,90.0,90.0
1357,C6N8,1678.18,176,6.449774,6.449683,2.422461,90.0,90.0,120.0002
1358,Dy1Pt3,239.223,221,4.093283,4.093283,4.093283,90.0,90.0,90.0
1359,Co1Ta1,359.774,221,3.122962,3.122962,3.122962,90.0,90.0,90.0
1360,Gd1Hg1,154.716,221,3.785376,3.785376,3.785376,90.0,90.0,90.0
1361,Sr1Te1,159.142,221,4.084539,4.084539,4.084539,90.0,90.0,90.0
1362,Ge3Pd6,252.137,189,6.769978,6.769978,3.470919,90.0,90.0,120.0009
1363,Al8Hf12,301.586,136,7.5844570000000004,7.5844570000000004,6.884493,90.0,90.0,90.0
1364,N8Re4,432.676,205,5.005627,5.005627,5.005627,90.0,90.0,90.0
1365,W4Zr2,311.01,227,5.440599,5.440599,5.440599,60.0,60.0,60.0
1366,Cd6Sc2,198.579,194,6.417481,6.4173,4.928909,90.0,90.0,119.9991
1367,Pr1Te1,184.578,221,3.981186,3.981186,3.981186,90.0,90.0,90.0
1368,C1W1,506.408,225,3.115072,3.115072,3.115072,60.0,60.0,60.0
1369,Ir4S8,410.254,205,5.733991,5.733991,5.733991,90.0,90.0,90.0
1370,Ho1Pd3,285.156,221,4.089036,4.089036,4.089036,90.0,90.0,90.0
1371,C1Mo1,782.074,187,2.933277,2.933277,2.842253,90.0,90.0,120.0008
1372,N2Ti4,632.521,141,5.3932459999999995,5.3932459999999995,5.3932459999999995,134.0259,134.0259,67.04751
1373,Dy1Pd3,285.088,221,4.096443,4.096443,4.096443,90.0,90.0,90.0
1374,Ru1Si1,490.088,221,2.926215,2.926215,2.926215,90.0,90.0,90.0
1375,Ag1Mg1,241.027,221,3.342818,3.342818,3.342818,90.0,90.0,90.0
1376,Dy2Hg6,135.363,194,6.645484,6.645484,4.99294,90.0,90.0,120.002
1377,F6Sn2,271.975,225,6.271546,6.271546,6.271546,60.0,60.0,60.0
1378,O8Pa4,420.995,205,5.457986,5.457986,5.457986,90.0,90.0,90.0
1379,Bi1Sc1,215.858,225,4.31314,4.31314,4.31314,60.0,60.0,60.0
1380,Mo1Si2,731.084,139,4.5539950000000005,4.5539950000000005,4.5539950000000005,138.4916,138.4916,60.15085
1381,Ge6N8,556.846,176,8.133655,8.133569,3.1152,90.0,90.0,120.0006
1382,In3U1,208.664,221,4.68502,4.68502,4.68502,90.0,90.0,90.0
1383,Dy10Ru4,188.069,15,8.497401,8.497401,7.2160779999999995,83.00359,83.00359,43.83506
1384,Ca6Hg4,158.548,127,8.547438,8.547438,4.232536,90.0,90.0,90.0
1385,As8Cu24,295.141,220,8.349783,8.349783,8.349783,109.4712,109.4712,109.4712
1386,As8Si4,353.685,205,6.109101,6.109101,6.109101,90.0,90.0,90.0
1387,Bi1Er1,186.021,225,4.436234,4.436234,4.436234,60.0,60.0,60.0
1388,Ir2Sb2,257.24,194,4.028035,4.028268,5.567051,90.0,90.0,119.9981
1389,Ga4O6,523.614,12,6.402658,6.402658,5.8765600000000004,76.68637,76.68637,27.86148
1390,P1Th1,262.849,225,4.216272,4.216272,4.216272,60.0,60.0,60.0
1391,Er6Ge8,284.45,63,5.67152,5.67152,14.20247,90.0,90.0,138.3966
1392,In14Pt6,232.189,229,8.246038,8.246038,8.246038,109.4712,109.4712,109.4712
1393,C8Na4,957.181,212,4.614079,4.614079,4.614079,90.0,90.0,90.0
1394,Sb6Yb10,185.806,193,9.120688,9.120646,6.955729,90.0,90.0,120.0002
1395,Nb2O4,606.907,136,4.989912,4.989912,2.912143,90.0,90.0,90.0
1396,Be1Cu1,494.329,221,2.687671,2.687671,2.687671,90.0,90.0,90.0
1397,Si4W6,319.842,127,6.628679,6.628679,3.3549379999999998,90.0,90.0,90.0
1398,Pd2Tb2,195.843,63,5.59748,5.59748,4.579515,90.0,90.0,141.0387
1399,C1V1,940.992,225,2.944213,2.944213,2.944213,60.0,60.0,60.0
1400,F2Pb1,217.248,225,4.240307,4.240307,4.240307,60.0,60.0,60.0
1401,Er8S12,299.305,62,3.833083,10.41723,10.55645,90.0,90.0,90.0
1402,Al4H12,791.771,227,6.357282,6.357282,6.357282,60.0,60.0,60.0
1403,P2Rh3,375.889,115,3.333149,3.333149,6.277642,90.0,90.0,90.0
1404,Ge4Th6,230.754,127,8.143241,8.143241,4.259872,90.0,90.0,90.0
1405,Cr3Nb1,358.046,221,4.167657,4.167657,4.167657,90.0,90.0,90.0
1406,Rb8Sb8,104.487,19,7.3626249999999995,7.4902619999999995,12.99986,90.0,90.0,90.0
1407,O10V4,410.753,59,3.575564,4.75646,11.57259,90.0,90.0,90.0
1408,Os2Sb4,331.775,58,3.247928,5.999445,6.7709150000000005,90.0,90.0,90.0
1409,As8Sc12,401.948,62,3.875139,10.54856,10.57224,90.0,90.0,90.0
1410,Ag2Hf2,223.309,129,3.412494,3.412494,6.792073,90.0,90.0,90.0
1411,Al4Pd20,279.637,62,4.016146,8.179529,10.84514,90.0,90.0,90.0
1412,O4Sn2,465.445,58,3.296254,4.860506,4.939789,90.0,90.0,90.0
1413,Cd1Dy1,183.614,221,3.74183,3.74183,3.74183,90.0,90.0,90.0
1414,Cr1O2,785.721,225,3.36761,3.36761,3.36761,60.0,60.0,60.0
1415,N1Pt1,194.341,225,3.159561,3.159561,3.159561,60.0,60.0,60.0
1416,B4W4,530.996,141,8.81598,8.81598,8.81598,159.334,159.334,29.38909
1417,Nb1Ru3,430.582,221,3.915602,3.915602,3.915602,90.0,90.0,90.0
1418,Ca2Cl4,261.172,136,6.439874,6.439874,4.211136,90.0,90.0,90.0
1419,In2Pd6,271.068,139,8.21362,8.21362,8.21362,151.0569,151.0569,41.3921
1420,Sn4Sr8,178.559,62,5.410602,8.465305,10.1805,90.0,90.0,90.0
1421,Er2Ga2,264.218,63,5.799365,5.799365,4.021185,90.0,90.0,136.4382
1422,Ir4N8,617.528,14,4.926044,4.859513,4.900545,72.01307,90.0,90.0
1423,Be2Zr1,635.428,191,3.812653,3.81272,3.251661,90.0,90.0,119.9994
1424,Si6Tc10,473.177,140,7.132066,7.132066,7.132066,96.74044,96.74044,139.9298
1425,Mn2Se2,270.371,194,3.899906,3.899906,6.499171,90.0,90.0,120.005
1426,Hf2Zn1,271.593,139,6.085069,6.085069,6.085069,149.1237,149.1237,44.22933
1427,O2Pb2,130.754,129,4.059116,4.059116,5.404991,90.0,90.0,90.0
1428,Nb8O10,576.842,137,6.725505,6.725505,4.835998,90.0,90.0,90.0
1429,Hg2Ho1,170.541,191,4.93959,4.939251,3.415342,90.0,90.0,120.0023
1430,As1Nd1,277.407,225,4.286514,4.286514,4.286514,60.0,60.0,60.0
1431,Ga2Tb2,247.703,63,5.90745,5.90745,4.095876,90.0,90.0,136.7694
1432,Ce2Rh2,176.952,63,5.940145,5.940145,4.066078,90.0,90.0,142.4399
1433,Au2Sn8,133.14,68,6.904356,6.904356,6.714901,90.0,90.0,121.7006
1434,Al1Sb1,276.86,216,4.407919,4.407919,4.407919,60.0,60.0,60.0
1435,Pt2Th2,157.877,63,5.998239,5.998239,4.580862,90.0,90.0,140.8086
1436,Ag2Yb1,148.405,139,5.612997,5.612997,5.612997,140.729,140.729,56.74811
1437,Ge12Pt8,271.151,62,3.452196,6.259384,16.58593,90.0,90.0,90.0
1438,B6O9,584.908,152,4.408953,4.408953,8.9528,90.0,90.0,120.0
1439,Hg1S1,162.754,216,4.246836,4.246836,4.246836,60.0,60.0,60.0
1440,Ir8Mg4,253.545,194,5.154581,5.154581,8.430424,90.0,90.0,119.9956
1441,Al2Mo6,481.304,223,4.99503,4.99503,4.99503,90.0,90.0,90.0
1442,Ni6Sb2,299.762,59,4.2711179999999995,4.423631,5.3127,90.0,90.0,90.0
1443,Al4Li4,581.009,194,4.466098,4.466098,8.629389,90.0,90.0,120.0014
1444,Dy1N1,467.842,225,3.473006,3.473006,3.473006,60.0,60.0,60.0
1445,As8O12,150.03,227,8.186579,8.186579,8.186579,60.0,60.0,60.0
